datetime,timestamp_desc,source,source_long,message,parser,display_name,tag
2009-12-04T17:26:17.390625+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 81-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-24_1607_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-24_1607_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:17.390625+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 81-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-24_1607_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:17.421875+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-24_1607_Received.txt File reference: 81-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T17:26:17.421875+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 81-2 Attribute name: $FILE_NAME Name: CH6337~1.TXT Parent file reference: 43-2 Path hints: \Email\CH6337~1.TXT,mft,TSK:/$MFT,-
2009-12-04T17:26:17.421875+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 81-2 Attribute name: $FILE_NAME Name: CH6337~1.TXT Parent file reference: 43-2 Path hints: \Email\CH6337~1.TXT,mft,TSK:/$MFT,-
2009-12-04T17:26:17.421875+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 81-2 Attribute name: $FILE_NAME Name: CH6337~1.TXT Parent file reference: 43-2 Path hints: \Email\CH6337~1.TXT,mft,TSK:/$MFT,-
2009-12-04T17:26:17.421875+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 81-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-24_1607_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-24_1607_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:17.421875+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 81-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-24_1607_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-24_1607_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:17.421875+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 81-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-24_1607_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-24_1607_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:17.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-24_1607_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-24_1607_Received.txt,-
2009-12-04T17:26:17.000000+00:00,Last Access Time,FILE,File stat,TSK:/Email/Charlie_2009-11-24_1607_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-24_1607_Received.txt,-
2009-12-04T17:26:17.000000+00:00,Metadata Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-24_1607_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-24_1607_Received.txt,-
2009-12-04T17:26:17.437500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-24_1607_Received.txt File reference: 81-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T17:26:17.437500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-24_1607_Received.txt File reference: 81-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T17:26:17.437500+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 81-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-24_1607_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:17.437500+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 81-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-24_1607_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:17.437500+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 81-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-24_1607_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:47.953125+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0854_Received.txt File reference: 82-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T17:26:47.953125+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 82-2 Attribute name: $FILE_NAME Name: CHF2CE~1.TXT Parent file reference: 43-2 Path hints: \Email\CHF2CE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T17:26:47.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_0854_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_0854_Received.txt,-
2009-12-04T17:26:47.953125+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0854_Received.txt File reference: 82-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T17:26:47.953125+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0854_Received.txt File reference: 82-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T17:26:47.953125+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 82-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0854_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0854_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:47.953125+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 82-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-30_0854_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:47.984375+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0854_Received.txt File reference: 82-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T17:26:47.984375+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 82-2 Attribute name: $FILE_NAME Name: CHF2CE~1.TXT Parent file reference: 43-2 Path hints: \Email\CHF2CE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T17:26:47.984375+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 82-2 Attribute name: $FILE_NAME Name: CHF2CE~1.TXT Parent file reference: 43-2 Path hints: \Email\CHF2CE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T17:26:47.984375+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 82-2 Attribute name: $FILE_NAME Name: CHF2CE~1.TXT Parent file reference: 43-2 Path hints: \Email\CHF2CE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T17:26:47.984375+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 82-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0854_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0854_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:47.984375+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 82-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0854_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0854_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:47.984375+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 82-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0854_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0854_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:48.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_0854_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_0854_Received.txt,-
2009-12-04T17:26:48.000000+00:00,Metadata Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_0854_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_0854_Received.txt,-
2009-12-04T17:26:48.171875+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0854_Received.txt File reference: 82-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T17:26:48.171875+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 82-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-30_0854_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:48.171875+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 82-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-30_0854_Received.txt,mft,TSK:/$MFT,-
2009-12-04T17:26:48.296875+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0854_Received.txt File reference: 82-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T17:41:43.375001+00:00,Creation Time,LOG,System,494b5df1-e0fc-11de-a02b-000bdb4f6b10 MAC address: 00:0b:db:4f:6b:10 Origin: $MFT: 104-2,mft,TSK:/$MFT,-
2009-12-04T17:41:43.375001+00:00,Creation Time,LOG,System,494b5df2-e0fc-11de-a02b-000bdb4f6b10 MAC address: 00:0b:db:4f:6b:10 Origin: $MFT: 88-2,mft,TSK:/$MFT,-
2009-12-04T17:41:43.375001+00:00,Creation Time,LOG,System,494b5df3-e0fc-11de-a02b-000bdb4f6b10 MAC address: 00:0b:db:4f:6b:10 Origin: $MFT: 89-3,mft,TSK:/$MFT,-
2009-12-04T17:41:43.375001+00:00,Creation Time,LOG,System,494b5df4-e0fc-11de-a02b-000bdb4f6b10 MAC address: 00:0b:db:4f:6b:10 Origin: $MFT: 130-2,mft,TSK:/$MFT,-
2009-12-04T21:34:41.968750+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 83-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0907_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0907_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:34:41.968750+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 83-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-30_0907_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:34:41.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_0907_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_0907_Received.txt,-
2009-12-04T21:34:41.968750+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0907_Received.txt File reference: 83-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:34:41.968750+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0907_Received.txt File reference: 83-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:34:41.968750+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 83-2 Attribute name: $FILE_NAME Name: CHD32F~1.TXT Parent file reference: 43-2 Path hints: \Email\CHD32F~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:34:41.984375+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0907_Received.txt File reference: 83-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:34:42.000000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0907_Received.txt File reference: 83-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:34:42.000000+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 83-2 Attribute name: $FILE_NAME Name: CHD32F~1.TXT Parent file reference: 43-2 Path hints: \Email\CHD32F~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:34:42.000000+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 83-2 Attribute name: $FILE_NAME Name: CHD32F~1.TXT Parent file reference: 43-2 Path hints: \Email\CHD32F~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:34:42.000000+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 83-2 Attribute name: $FILE_NAME Name: CHD32F~1.TXT Parent file reference: 43-2 Path hints: \Email\CHD32F~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:34:42.000000+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 83-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0907_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0907_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:34:42.000000+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 83-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0907_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0907_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:34:42.000000+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 83-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0907_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0907_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:34:42.156250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0907_Received.txt File reference: 83-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:34:42.156250+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 83-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-30_0907_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:34:42.156250+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 83-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-30_0907_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:34:42.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_0907_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_0907_Received.txt,-
2009-12-04T21:34:42.000000+00:00,Metadata Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_0907_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_0907_Received.txt,-
2009-12-04T21:34:42.140625+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0907_Received.txt File reference: 83-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:35:03.359375+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-30_0949_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:03.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_0949_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_0949_Received.txt,-
2009-12-04T21:35:03.359375+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $FILE_NAME Name: CH54AE~1.TXT Parent file reference: 43-2 Path hints: \Email\CH54AE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:35:03.359375+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0949_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0949_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:03.375000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0949_Received.txt File reference: 84-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:35:03.375000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0949_Received.txt File reference: 84-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:35:03.375000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0949_Received.txt File reference: 84-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:35:03.390625+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0949_Received.txt File reference: 84-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:35:03.390625+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $FILE_NAME Name: CH54AE~1.TXT Parent file reference: 43-2 Path hints: \Email\CH54AE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:35:03.390625+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $FILE_NAME Name: CH54AE~1.TXT Parent file reference: 43-2 Path hints: \Email\CH54AE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:35:03.390625+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $FILE_NAME Name: CH54AE~1.TXT Parent file reference: 43-2 Path hints: \Email\CH54AE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:35:03.390625+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0949_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0949_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:03.390625+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0949_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0949_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:03.390625+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_0949_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_0949_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:03.406250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0949_Received.txt File reference: 84-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:35:03.406250+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-30_0949_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:03.406250+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-30_0949_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:03.406250+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 84-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-30_0949_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:03.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_0949_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_0949_Received.txt,-
2009-12-04T21:35:03.000000+00:00,Last Access Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_0949_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_0949_Received.txt,-
2009-12-04T21:35:03.000000+00:00,Metadata Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_0949_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_0949_Received.txt,-
2009-12-04T21:35:03.515625+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_0949_Received.txt File reference: 84-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:35:16.187500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_1108_Received.txt File reference: 85-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:35:16.187500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_1108_Received.txt File reference: 85-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:35:16.187500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_1108_Received.txt File reference: 85-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:35:16.187500+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 85-2 Attribute name: $FILE_NAME Name: CH13DE~1.TXT Parent file reference: 43-2 Path hints: \Email\CH13DE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:35:16.187500+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 85-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_1108_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_1108_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:16.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_1108_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_1108_Received.txt,-
2009-12-04T21:35:16.187500+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 85-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-30_1108_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:16.218750+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-11-30_1108_Received.txt File reference: 85-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:35:16.218750+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 85-2 Attribute name: $FILE_NAME Name: CH13DE~1.TXT Parent file reference: 43-2 Path hints: \Email\CH13DE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:35:16.218750+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 85-2 Attribute name: $FILE_NAME Name: CH13DE~1.TXT Parent file reference: 43-2 Path hints: \Email\CH13DE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:35:16.218750+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 85-2 Attribute name: $FILE_NAME Name: CH13DE~1.TXT Parent file reference: 43-2 Path hints: \Email\CH13DE~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:35:16.218750+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 85-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_1108_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_1108_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:16.218750+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 85-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_1108_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_1108_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:16.218750+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 85-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-30_1108_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-30_1108_Received.txt,mft,TSK:/$MFT,-
2009-12-04T21:35:16.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_1108_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_1108_Received.txt,-
2009-12-04T21:35:16.000000+00:00,Metadata Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-30_1108_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-30_1108_Received.txt,-
